country code,postal code,place,state,statecode,province_or_county,province_or_countycode,community,communitycode,latitude,longitude,accuracy,Country,Continent
AR,1602,FLORIDA,Buenos Aires,B,,,,,-34.5167,-58.5,4,Argentina,South America
AR,1602,PUENTE SAAVEDRA,Buenos Aires,B,,,,,-34.5167,-58.5,3,Argentina,South America
AR,1602,DOCTOR ANTONIO CETRANGOLO (PARADA FCGM),Buenos Aires,B,,,,,-34.5167,-58.5,3,Argentina,South America
AR,1602,ARISTOBULO DEL VALLE,Buenos Aires,B,,,,,-34.5167,-58.5,3,Argentina,South America
AR,1602,FLORIDA ESTAFETA No.1,Buenos Aires,B,,,,,-34.5167,-58.5,3,Argentina,South America
"AR,1602,""JUAN B. JUSTO (ESTACION FCGM. FLORIDA, PDO. V. LOPEZ)"",Buenos Aires,B,,,,,-34.5167,-58.5,3,Argentina,South America"
AR,1605,MUNRO,Buenos Aires,B,,,,,-34.5333,-58.55,4,Argentina,South America
AR,1605,MUNRO ESTAFETA No.2,Buenos Aires,B,,,,,-34.5333,-58.55,3,Argentina,South America
AR,1605,CARAPACHAY,Buenos Aires,B,,,,,-34.5333,-58.55,3,Argentina,South America
AR,1607,BARRIO ARCA,Buenos Aires,B,,,,,-34.5167,-58.5389,1,Argentina,South America
AR,1607,BARRIO OBRERO FERROVIARIO,Buenos Aires,B,,,,,-34.5167,-58.5389,1,Argentina,South America
AR,1607,JOSE MARTI,Buenos Aires,B,,,,,-34.5167,-58.5389,1,Argentina,South America
AR,1609,BOULOGNE,Buenos Aires,B,,,,,-34.5,-58.5667,4,Argentina,South America
AR,1609,BOULOGNE ESTAFETA No.1,Buenos Aires,B,,,,,-34.5,-58.5667,3,Argentina,South America
AR,1609,BOULOGNE ESTAFETA No.3,Buenos Aires,B,,,,,-34.5,-58.5667,3,Argentina,South America
AR,1609,BOULOGNE SUR MER,Buenos Aires,B,,,,,-34.5,-58.5667,3,Argentina,South America
AR,1611,DON TORCUATO,Buenos Aires,B,,,,,-34.5,-58.6333,4,Argentina,South America
AR,1611,BARRIO DOCTOR RICARDO GUTIERREZ,Buenos Aires,B,,,,,-34.5,-58.6333,3,Argentina,South America
AR,1611,SOLANA DEL MONTE,Buenos Aires,B,,,,,-34.5,-58.6333,3,Argentina,South America
AR,1611,KILOMETRO 26,Buenos Aires,B,,,,,-34.5,-58.6333,3,Argentina,South America
AR,1611,DON TORCUATO ESTAFETA No.2,Buenos Aires,B,,,,,-34.5,-58.6333,3,Argentina,South America
AR,1611,DON TORCUATO ESTAFETA No.1,Buenos Aires,B,,,,,-34.5,-58.6333,3,Argentina,South America
AR,1611,BARRIO BAIRES,Buenos Aires,B,,,,,-34.5,-58.6333,3,Argentina,South America
AR,1613,LOS POLVORINES,Buenos Aires,B,,,,,-34.5,-58.6833,4,Argentina,South America
AR,1613,LOS POLVORINES ESTAFETA No.1,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,INGENIERO PABLO NOGUES,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,BARRIO EL LUCERO,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,GUADALUPE,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,BARRIO QUESADA PACHECO,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
"AR,1613,""BARRIO SAN JORGE (LOS POLVORINES, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America"
"AR,1613,""KILOMETRO 34 (ING. PABLO NOGUES, PDO.GRAL.SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America"
AR,1613,EL SOL,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,BARRIO VILLA MAGDALENA,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,BARRIO PARQUE ALVEAR,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,LOS POLVORINES ESTAFETA No.2,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
AR,1613,BARRIO EL JAGUEL,Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America
"AR,1613,""BARRIO EL OMBU (LOS POLVORINES, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.6833,3,Argentina,South America"
AR,1615,GRAND BOURG,Buenos Aires,B,,,,,-34.4833,-58.7167,4,Argentina,South America
AR,1615,GRAND BOURG ESTAFETA No.1,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1615,GRAND BOURG ESTAFETA No.3,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1615,GRAND BOURG ESTAFETA No.4,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1615,KILOMETRO 38 (PDO. GRAL. SARMIENTO),Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1615,BARRIO IPARRAGUIRRE,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1615,GRAND BOURG ESTAFETA No.2,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1615,BARRIO DEVOTO,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
"AR,1615,""KILOMETRO 36 (GRAND BOURG, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America"
AR,1615,BARRIO SANTA LUCIA,Buenos Aires,B,,,,,-34.4833,-58.7167,3,Argentina,South America
AR,1617,GENERAL PACHECO,Buenos Aires,B,,,,,-34.4639,-58.6536,4,Argentina,South America
AR,1617,BANCALARI,Buenos Aires,B,,,,,-34.4667,-58.6,4,Argentina,South America
AR,1617,LOPEZ CAMELO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,GENERAL PACHECO ESTAFETA No.3,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,EL TALAR,Buenos Aires,B,,,,,-34.45,-58.65,4,Argentina,South America
AR,1617,BARRIO EL PEREJIL,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,DOCTOR RICARDO ROJAS,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,EL EMBRUJO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
"AR,1617,""BARRIO RICARDO ROJAS (GRAL. PACHECO, PDO. TIGRE)"",Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America"
AR,1617,KILOMETRO 31 (APEADERO FCGM.),Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO RODRIGUEZ,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,GENERAL PACHECO ESTAFETA No.1,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,PARQUE SAN LORENZO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO TRONCOS DEL TALAR,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO FERRINI,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,GENERAL PACHECO ESTAFETA No.4,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,ALTO DEL TALAR,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,GENERAL PACHECO ESTAFETA No.5,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO EL BOYERO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,GENERAL PACHECO ESTAFETA No.2,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO ENRIQUE DELFINO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO EL EMBRUJO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO EL ZORZAL,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO LOS TRONCOS DEL TALAR,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO RESIDENCIAL ESTANCIA GENERAL PACHECO,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,LA PALOMA,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1617,BARRIO ALMTE. BROWN,Buenos Aires,B,,,,,-34.4602,-58.6345,3,Argentina,South America
AR,1619,BARRIO LOS CACHORROS,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,BARRIO BELIERA,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,GARIN,Buenos Aires,B,,,,,-34.4233,-58.7619,4,Argentina,South America
AR,1619,RUTA 26 MAQUINISTA FRANCISCO SAVIO,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,BARRIO KILOMETRO 48,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,RUTA 26 KILOMETRO 48,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,MAQUINISTA FRANCISCO SAVIO,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,BARRIO SANTA TERESA,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1619,GARIN ESTAFETA No.1,Buenos Aires,B,,,,,-34.4233,-58.7619,3,Argentina,South America
AR,1621,BENAVIDEZ,Buenos Aires,B,,,,,-34.4094,-58.7094,4,Argentina,South America
AR,1621,LOS SANTOS VIEJOS,Buenos Aires,B,,,,,-34.4094,-58.7094,3,Argentina,South America
AR,1623,DIQUE LUJAN,Buenos Aires,B,,,,,-34.3539,-58.7081,4,Argentina,South America
AR,1623,INGENIERO MASCHWITZ,Buenos Aires,B,,,,,-34.3814,-58.7569,4,Argentina,South America
AR,1623,LOS TALAS,Buenos Aires,B,,,,,-34.3676,-58.7325,3,Argentina,South America
AR,1623,PUNTA DE CANAL (APEADERO FCGM),Buenos Aires,B,,,,,-34.3676,-58.7325,3,Argentina,South America
AR,1623,LA GRACIELITA,Buenos Aires,B,,,,,-34.3676,-58.7325,3,Argentina,South America
AR,1623,CAMPO PELAEZ,Buenos Aires,B,,,,,-34.3676,-58.7325,3,Argentina,South America
AR,1623,BARRIO PARQUE LAMBARE,Buenos Aires,B,,,,,-34.3676,-58.7325,3,Argentina,South America
AR,1623,BARRIO GARIN NORTE,Buenos Aires,B,,,,,-34.3676,-58.7325,3,Argentina,South America
AR,1625,BELEN DE ESCOBAR,Buenos Aires,B,,,,,-34.3467,-58.8186,4,Argentina,South America
AR,1625,RINCON DEL CAZADOR,Buenos Aires,B,,,,,-34.3467,-58.8186,3,Argentina,South America
AR,1625,ESCOBAR,Buenos Aires,B,,,,,-34.3467,-58.8186,4,Argentina,South America
AR,1625,CAMPOMAR (VIÑEDO),Buenos Aires,B,,,,,-34.3467,-58.8186,3,Argentina,South America
AR,1625,ARROYO LAS ROSAS (ESCOBAR - PDO. ESCOBAR),Buenos Aires,B,,,,,-34.3467,-58.8186,3,Argentina,South America
AR,1625,CANAL DE REUNION,Buenos Aires,B,,,,,-34.3467,-58.8186,3,Argentina,South America
AR,1625,ARROYO CANELON,Buenos Aires,B,,,,,-34.3467,-58.8186,3,Argentina,South America
AR,1627,MATHEU,Buenos Aires,B,,,,,-34.3831,-58.8489,4,Argentina,South America
AR,1629,KILOMETRO 61 (APEADERO FCGB.),Buenos Aires,B,,,,,-34.4668,-58.9743,3,Argentina,South America
AR,1629,MANZANARES,Buenos Aires,B,,,,,-34.45,-59.0167,4,Argentina,South America
AR,1629,PILAR,Buenos Aires,B,,,,,-34.4836,-58.9319,4,Argentina,South America
AR,1629,ESTABLECIMIENTO SAN MIGUEL,Buenos Aires,B,,,,,-34.4668,-58.9743,3,Argentina,South America
AR,1629,ALMIRANTE IRIZAR,Buenos Aires,B,,,,,-34.4668,-58.9743,3,Argentina,South America
AR,1629,BARRIO SAN ALEJO,Buenos Aires,B,,,,,-34.4668,-58.9743,3,Argentina,South America
"AR,1629,""KILOMETRO 52,350 (APEADERO FCGSM.)"",Buenos Aires,B,,,,,-34.4668,-58.9743,3,Argentina,South America"
AR,1636,OLIVOS,Buenos Aires,B,,,,,-34.5106,-58.4964,4,Argentina,South America
AR,1636,BARTOLOME MITRE (ESTACION FCGM),Buenos Aires,B,,,,,-34.5053,-58.4899,3,Argentina,South America
AR,1636,LA LUCILA,Buenos Aires,B,,,,,-34.5,-58.4833,4,Argentina,South America
AR,1636,OLIVOS ESTAFETA Nº3,Buenos Aires,B,,,,,-34.5053,-58.4899,3,Argentina,South America
AR,1636,OLIVOS ESTAFETA Nº2,Buenos Aires,B,,,,,-34.5053,-58.4899,3,Argentina,South America
AR,1636,BORGES,Buenos Aires,B,,,,,-34.5053,-58.4899,3,Argentina,South America
AR,1636,LA LUCILA ESTAFETA No.1,Buenos Aires,B,,,,,-34.5053,-58.4899,3,Argentina,South America
AR,1636,OLIVOS ESTAFETA Nº1,Buenos Aires,B,,,,,-34.5053,-58.4899,3,Argentina,South America
AR,1640,MARTINEZ ESTAFETA No.4,Buenos Aires,B,,,,,-34.4833,-58.5083,3,Argentina,South America
AR,1640,BARRIO VILLA PRIMAVERA,Buenos Aires,B,,,,,-34.4833,-58.5083,3,Argentina,South America
AR,1640,MARTINEZ,Buenos Aires,B,,,,,-34.4833,-58.5,4,Argentina,South America
AR,1640,MARTINEZ ESTAFETA No.3,Buenos Aires,B,,,,,-34.4833,-58.5083,3,Argentina,South America
AR,1640,ACASSUSO,Buenos Aires,B,,,,,-34.4833,-58.5167,4,Argentina,South America
AR,1640,MARTINEZ ESTAFETA No.2,Buenos Aires,B,,,,,-34.4833,-58.5083,3,Argentina,South America
AR,1640,MARTINEZ ESTAFETA No.6,Buenos Aires,B,,,,,-34.4833,-58.5083,3,Argentina,South America
AR,1640,MARTINEZ ESTAFETA No.5,Buenos Aires,B,,,,,-34.4833,-58.5083,3,Argentina,South America
AR,1648,NUEVO PUERTO TIGRE,Buenos Aires,B,,,,,-34.3553,-58.5427,1,Argentina,South America
AR,1650,BARRIO PARA JEFES Y OFICIALES GENERAL SAN MARTIN,Buenos Aires,B,,,,,-34.5417,-58.5583,1,Argentina,South America
AR,1650,CIUDAD DEL LIBERTADOR GRAL. SAN MARTIN,Buenos Aires,B,,,,,-34.5417,-58.5583,1,Argentina,South America
AR,1650,MIGUELETE (PARADA FCGM),Buenos Aires,B,,,,,-34.5417,-58.5583,1,Argentina,South America
AR,1650,SAN MARTIN (PDO. GRAL. SAN MARTIN),Buenos Aires,B,,,,,-34.5417,-58.5583,1,Argentina,South America
AR,1651,SAN ANDRES,Buenos Aires,B,,,,,-34.55,-58.5333,4,Argentina,South America
AR,1651,BARRIO SAN IGNACIO DE LOYOLA,Buenos Aires,B,,,,,-34.55,-58.5333,3,Argentina,South America
AR,1655,JOSE LEON SUAREZ,Buenos Aires,B,,,,,-34.5333,-58.5833,4,Argentina,South America
AR,1655,BARRIO LIBERTADOR,Buenos Aires,B,,,,,-34.5333,-58.5833,3,Argentina,South America
AR,1661,BELLA VISTA (PDO. GRAL. SARMIENTO),Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1661,TENIENTE AGNETA (APEADERO FCGU),Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
"AR,1661,""BARRIO JORGE NEWBERY (BELLA VISTA, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America"
AR,1661,CAPITAN LOZANO (APEADERO FCGU),Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1661,SARGENTO BARRUFFALDI (PARADERO FCGU),Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1661,BARRIO OBLIGADO,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1661,BARRIO MAYOR IRUSTA,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1661,BELLA VISTA ESTAFETA No.1,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1663,BARRIO BARILARI,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,MUÑIZ,Buenos Aires,B,,,,,-34.55,-58.7,4,Argentina,South America
"AR,1663,""LA ESTRELLA (TRIJUI, PDO. GRAL SARMIENTO)"",Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America"
AR,1663,BARRIO CORTIJO NUEVO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,LOMAS DE MARILO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,PARQUE EL CORTIJO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº1,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº2,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº3,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº4,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº5,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº6,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL ESTAFETA Nº7,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,GENERAL SARMIENTO,Buenos Aires,B,,,,,-34.5239,-58.7794,4,Argentina,South America
AR,1663,BARRIO EL CORTIJO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,BARRIO EL FARO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,SAN MIGUEL,Buenos Aires,B,,,,,-34.5239,-58.7794,4,Argentina,South America
AR,1663,BARRIO LOS NOGALES,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
"AR,1663,""BARRIO MARIANO MORENO (SAN MIGUEL, PDO. GRAL SARMIENTO)"",Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America"
AR,1663,BARRIO MARTIN FIERRO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
"AR,1663,""BARRIO MITRE (SAN MIGUEL, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America"
AR,1663,BARRIO NORTE SARMIENTO,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,BARRIO PARQUE LA GLORIA,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,BARRIO SANTA BRIGIDA,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,BARRIO SOLAR DEL NORTE,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
AR,1663,BARRIO LA ESTRELLA,Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America
"AR,1663,""BARRIO LOS EUCALIPTOS (SAN MIGUEL, PDO. GRAL SARMIENTO)"",Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America"
"AR,1663,""BARRIO LOS PINOS (SAN MIGUEL, ESTAF. No. 6, PDO.G.SARMIENTO"",Buenos Aires,B,,,,,-34.5326,-58.753,3,Argentina,South America"
AR,1665,JOSE C. PAZ,Buenos Aires,B,,,,,-34.5,-58.75,4,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.9,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.1,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,EL CRUCE,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO VUCETICH,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO VILLA ALTUBE,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO SANTA PAULA,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO PUEYRREDON,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO PARQUE SAN MIGUEL,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO PARQUE EL OMBU,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO LAS HERAS,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
"AR,1665,""BARRIO LAS ACACIAS (JOSE C. PAZ, PDO.GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
"AR,1665,""BARRIO LA PROVIDENCIA (JOSE C. PAZ, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
AR,1665,BARRIO IRIGOIN,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
"AR,1665,""BARRIO 9 DE JULIO (JOSE C. PAZ, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
AR,1665,BARRIO FRINO,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.4,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.3,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.2,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.14,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.13,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO ARGITAL,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO SAN LUIS,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.12,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO ANTARTIDA ARGENTINA,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,BARRIO ALTOS DE JOSE C.PAZ,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
"AR,1665,""BARRIO ALBERDI (JOSE C. PAZ, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
"AR,1665,""BARRIO AERONAUTICO (JOSE C. PAZ, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
AR,1665,JOSE C. PAZ ESTAFETA No.5,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,JOSE C. PAZ ESTAFETA No.6,Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
AR,1665,PIÑERO (ESTACION FCGU),Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America
"AR,1665,""ROOSEVELT (JOSE C. PAZ, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
"AR,1665,""BARRIO SAN ROQUE (JOSE C. PAZ, PDO. GRAL. SARMIENTO)"",Buenos Aires,B,,,,,-34.5,-58.75,3,Argentina,South America"
AR,1667,LOS PERALES,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
"AR,1667,""RUTA 8 KILOMETRO 37,500 AL 41"",Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America"
AR,1667,MANUEL ALBERTI (APEADERO FCGB),Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
"AR,1667,""KILOMETRO 40 (TORTUGUITAS, PDO. PILAR)"",Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America"
AR,1667,EL PALENQUE,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1667,BARRIO YEI-PORA,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1667,BARRIO PARQUE KANMAR,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1667,BARRIO CHELITO,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1667,BARRIO LA GRANJA,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1667,BARRIO LOS GALLITOS,Buenos Aires,B,,,,,-34.5096,-58.7618,1,Argentina,South America
AR,1669,DEL VISO,Buenos Aires,B,,,,,-34.45,-58.8,4,Argentina,South America
AR,1669,BARRIO PINAZO,Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America
AR,1669,RUTA 8 KILOMETRO 47,Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America
"AR,1669,""RUTA 8 KILOMETRO 41,100 AL 46"",Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America"
AR,1669,LA LONJA,Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America
"AR,1669,""LA LOMA (DEL VISO, PDO.GRAL.SARMIENTO)"",Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America"
AR,1669,DEL VISO ESTAFETA No.1,Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America
AR,1669,BARRIO PARQUE PERO,Buenos Aires,B,,,,,-34.45,-58.8,3,Argentina,South America
AR,1672,CORONEL FRANCISCO LINCH,Buenos Aires,B,,,,,-34.6,-58.5333,1,Argentina,South America
AR,1678,CASEROS SUCURSAL No.1,Buenos Aires,B,,,,,-34.6,-58.5333,1,Argentina,South America
AR,1678,CASEROS ESTAFETA No.1,Buenos Aires,B,,,,,-34.6,-58.5333,1,Argentina,South America
AR,1678,CASEROS (PDO. 3 DE FEBRERO),Buenos Aires,B,,,,,-34.6,-58.5333,1,Argentina,South America
AR,1682,MARTIN CORONADO,Buenos Aires,B,,,,,-34.5708,-58.6243,1,Argentina,South America
AR,1682,JOSE MARIA BOSCH,Buenos Aires,B,,,,,-34.5708,-58.6243,1,Argentina,South America
AR,1688,SANTOS TESEI,Buenos Aires,B,,,,,-34.5708,-58.6243,1,Argentina,South America
AR,1704,RAMOS MEJIA,Buenos Aires,B,,,,,-34.6333,-58.5667,4,Argentina,South America
AR,1704,RAMOS MEJIA ESTAFETA Nº2,Buenos Aires,B,,,,,-34.6333,-58.5667,3,Argentina,South America
AR,1704,RAMOS MEJIA ESTAFETA Nº1,Buenos Aires,B,,,,,-34.6333,-58.5667,3,Argentina,South America
AR,1706,MARIANO J. HAEDO,Buenos Aires,B,,,,,-34.6333,-58.6,4,Argentina,South America
AR,1706,MARIANO J. HAEDO ESTAFETA No.1,Buenos Aires,B,,,,,-34.6333,-58.6,3,Argentina,South America
AR,1706,HAEDO,Buenos Aires,B,,,,,-34.6333,-58.6,4,Argentina,South America
